,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Cluster,Spending_Score_Encoded
3774,463847,Male,Yes,41,No,Artist,2,Average,3,Cat_6,C,1,0
3775,464669,Female,Yes,42,No,Engineer,0,Low,4,Cat_4,D,2,2
3777,461393,Female,Yes,80,Yes,Artist,6,Average,2,Cat_6,C,1,0
3779,464149,Male,Yes,38,Yes,Artist,1,Average,4,Cat_6,C,1,0
3780,461777,Female,Yes,74,Yes,Lawyer,1,High,2,Cat_6,A,0,1
3781,464505,Female,No,30,No,Doctor,9,Low,5,Cat_6,D,2,2
3782,463345,Female,No,20,No,Healthcare,4,Low,4,Cat_6,D,2,2
3783,459609,Female,No,43,Yes,Artist,1,Low,1,Cat_4,A,0,2
3784,465412,Male,No,32,Yes,Doctor,7,Low,4,Cat_6,D,2,2
3785,465195,Male,Yes,53,Yes,Executive,1,High,3,Cat_6,B,1,1
3786,462550,Female,No,23,No,Healthcare,2,Low,6,Cat_1,D,2,2
3787,466896,Male,Yes,52,No,Artist,7,Low,1,Cat_6,C,0,2
3788,463851,Female,Yes,45,Yes,Artist,4,Average,4,Cat_2,C,1,0
3790,464399,Male,Yes,63,No,Entertainment,0,Average,5,Cat_6,C,1,0
3792,464782,Male,Yes,35,No,Marketing,0,Low,3,Cat_4,D,2,2
3793,465624,Male,No,39,Yes,Artist,8,Low,3,Cat_6,C,2,2
3794,462508,Male,Yes,37,Yes,Healthcare,0,Low,7,Cat_4,D,2,2
3796,462872,Female,Yes,47,No,Engineer,10,Low,2,Cat_3,D,2,2
3797,467535,Male,Yes,65,Yes,Lawyer,1,High,2,Cat_6,A,0,1
3798,465793,Male,No,25,No,Healthcare,1,Low,5,Cat_4,C,2,2
3799,465892,Male,No,40,Yes,Artist,9,Low,3,Cat_6,A,2,2
3800,463666,Male,No,27,Yes,Executive,0,Low,6,Cat_6,D,2,2
3801,459015,Male,No,19,No,Healthcare,0,Low,3,Cat_6,D,2,2
3803,466189,Female,Yes,56,Yes,Artist,0,Average,2,Cat_3,C,1,0
3804,466348,Male,No,53,Yes,Artist,1,Low,2,Cat_4,C,0,2
3805,459461,Female,Yes,39,Yes,Artist,0,Low,1,Cat_1,C,0,2
3806,460620,Male,Yes,55,Yes,Entertainment,0,Average,4,Cat_3,C,1,0
3807,463318,Male,Yes,65,Yes,Lawyer,0,Low,2,Cat_1,A,0,2
3808,462626,Female,No,26,Yes,Engineer,0,Low,6,Cat_4,B,2,2
3809,467554,Female,No,28,Yes,Healthcare,1,Low,3,Cat_6,D,2,2
3811,466651,Male,No,40,No,Entertainment,5,Low,1,Cat_3,A,2,2
3812,466885,Male,Yes,42,No,Executive,1,Average,4,Cat_6,B,1,0
3813,467439,Male,Yes,37,Yes,Entertainment,1,Low,4,Cat_6,A,2,2
3814,461749,Female,No,22,No,Healthcare,0,Low,5,Cat_6,D,2,2
3815,467134,Female,Yes,33,No,Healthcare,0,Low,5,Cat_5,D,2,2
3816,462753,Male,Yes,28,No,Executive,0,Average,3,Cat_6,D,1,0
3818,463537,Female,No,32,Yes,Healthcare,1,Low,3,Cat_6,D,2,2
3819,463217,Female,Yes,33,Yes,Healthcare,2,High,1,Cat_5,A,0,1
3821,466380,Male,Yes,36,Yes,Entertainment,5,Low,2,Cat_6,A,2,2
3822,463101,Female,No,27,No,Homemaker,8,Low,1,Cat_6,D,2,2
3823,466366,Male,No,18,No,Healthcare,0,Low,3,Cat_2,D,2,2
3825,465716,Female,No,59,Yes,Artist,0,Low,2,Cat_6,C,0,2
3826,463014,Male,Yes,53,Yes,Executive,0,High,3,Cat_6,B,1,1
3828,462443,Male,No,20,No,Healthcare,1,Low,2,Cat_4,D,2,2
3829,460453,Female,No,40,Yes,Doctor,7,Low,1,Cat_6,A,2,2
3830,466485,Male,Yes,37,Yes,Executive,9,High,2,Cat_3,A,2,1
3831,467445,Male,Yes,31,No,Doctor,8,Low,2,Cat_2,A,2,2
3833,463500,Male,Yes,35,Yes,Executive,0,High,4,Cat_6,A,1,1
3834,461507,Male,Yes,35,Yes,Entertainment,0,Low,2,Cat_6,D,2,2
3835,465918,Female,No,39,Yes,Artist,5,Low,3,Cat_6,B,2,2
3836,467533,Male,Yes,79,Yes,Lawyer,2,Low,1,Cat_6,D,0,2
3837,467029,Male,Yes,42,Yes,Artist,8,Average,2,Cat_6,C,1,0
3838,465749,Male,Yes,42,No,Engineer,1,Average,3,Cat_6,C,1,0
3839,460768,Female,No,32,No,Engineer,9,Low,4,Cat_5,A,2,2
3840,460146,Female,Yes,52,Yes,Engineer,1,Average,3,Cat_3,A,1,0
3841,464998,Male,Yes,59,Yes,Artist,1,High,2,Cat_6,C,0,1
3842,467715,Male,Yes,51,Yes,Executive,4,High,3,Cat_6,C,1,1
3843,462201,Female,No,32,Yes,Healthcare,0,Low,1,Cat_4,D,0,2
3844,467454,Male,Yes,49,Yes,Artist,1,Low,1,Cat_6,A,0,2
3845,460645,Female,No,40,No,Doctor,1,Low,2,Cat_3,C,0,2
3846,465129,Female,No,61,Yes,Entertainment,3,Low,1,Cat_6,A,0,2
3847,464264,Female,Yes,86,No,Lawyer,8,High,2,Cat_6,B,0,1
3848,465913,Female,Yes,29,Yes,Artist,10,Low,2,Cat_6,B,2,2
3849,461068,Male,No,46,No,Marketing,1,Low,4,Cat_3,D,2,2
3850,466689,Male,No,28,Yes,Artist,8,Low,3,Cat_6,C,2,2
3851,460071,Female,No,53,Yes,Engineer,1,Low,1,Cat_6,A,0,2
3853,460477,Male,No,32,No,Entertainment,0,Low,6,Cat_3,D,2,2
3854,467766,Female,No,31,No,Healthcare,6,Low,3,Cat_6,C,2,2
3855,460008,Male,No,25,No,Doctor,9,Low,4,Cat_6,A,2,2
3857,461820,Female,Yes,38,Yes,Doctor,0,Average,2,Cat_6,C,1,0
3858,459226,Female,Yes,43,Yes,Artist,0,Average,2,Cat_1,C,1,0
3859,460961,Male,No,20,No,Healthcare,1,Low,2,Cat_3,D,2,2
3860,463503,Male,Yes,33,Yes,Entertainment,1,Low,2,Cat_7,A,2,2
3863,460404,Male,Yes,38,Yes,Artist,5,Low,7,Cat_6,A,2,2
3865,461571,Male,No,27,No,Healthcare,1,Low,4,Cat_6,C,2,2
3866,467624,Male,Yes,35,No,Entertainment,0,Average,5,Cat_6,D,1,0
3867,463880,Female,Yes,36,No,Engineer,0,Low,3,Cat_2,B,2,2
3868,462846,Female,No,20,No,Marketing,7,Low,2,Cat_6,D,2,2
3869,459233,Female,Yes,53,Yes,Marketing,6,Low,1,Cat_6,D,0,2
3871,465939,Female,No,32,Yes,Engineer,0,Low,2,Cat_6,D,2,2
3872,467118,Male,Yes,55,Yes,Entertainment,1,Average,3,Cat_7,B,1,0
3873,463815,Male,Yes,37,Yes,Entertainment,0,Average,2,Cat_6,C,1,0
3875,459127,Male,No,43,Yes,Healthcare,1,Low,7,Cat_6,D,2,2
3877,460165,Female,No,40,Yes,Entertainment,0,Low,1,Cat_3,A,0,2
3878,461678,Female,Yes,87,No,Lawyer,1,Low,1,Cat_6,A,0,2
3879,465096,Male,Yes,86,No,Lawyer,13,Low,1,Cat_6,A,0,2
3880,464522,Female,No,42,Yes,Engineer,11,Low,1,Cat_6,D,2,2
3881,460886,Male,No,37,Yes,Artist,0,Low,1,Cat_6,B,0,2
3883,462184,Male,No,19,No,Doctor,0,Low,4,Cat_6,D,2,2
3884,462956,Male,Yes,42,No,Artist,7,Average,5,Cat_6,B,1,0
3885,466422,Male,Yes,33,No,Doctor,0,Low,4,Cat_4,D,2,2
3886,465324,Male,Yes,41,Yes,Artist,8,Low,2,Cat_6,B,2,2
3889,467257,Male,No,22,No,Healthcare,10,Low,4,Cat_6,D,2,2
3890,460254,Female,No,32,Yes,Artist,1,Low,2,Cat_6,B,2,2
3891,463158,Male,Yes,83,Yes,Executive,0,High,3,Cat_6,B,0,1
3892,467866,Male,Yes,50,Yes,Artist,1,Average,3,Cat_6,C,1,0
3893,461685,Female,No,30,Yes,Healthcare,4,Low,4,Cat_6,D,2,2
3895,460208,Male,No,27,No,Artist,9,Low,8,Cat_6,D,2,2
3896,462151,Female,No,35,Yes,Artist,8,Low,1,Cat_6,B,2,2
3897,462853,Male,No,23,No,Healthcare,1,Low,2,Cat_6,D,2,2
3898,465239,Male,Yes,56,Yes,Artist,0,Average,3,Cat_6,B,1,0
3900,467508,Female,No,25,No,Doctor,1,Low,3,Cat_6,B,2,2
3902,466867,Female,No,27,No,Homemaker,14,Low,1,Cat_6,D,2,2
3903,467738,Male,Yes,43,Yes,Doctor,3,Average,2,Cat_6,B,1,0
3904,465590,Male,Yes,40,Yes,Artist,1,Average,5,Cat_6,A,1,0
3906,459805,Female,Yes,45,No,Artist,4,Average,4,Cat_6,B,1,0
3907,465013,Female,Yes,82,No,Lawyer,0,High,2,Cat_6,C,0,1
3908,459240,Female,No,28,Yes,Artist,1,Low,1,Cat_6,A,2,2
3909,462344,Female,Yes,63,Yes,Artist,0,High,4,Cat_6,C,1,1
3910,460388,Female,No,35,Yes,Artist,13,Low,2,Cat_6,B,2,2
3911,464218,Female,Yes,89,No,Lawyer,1,High,2,Cat_6,A,0,1
3915,465955,Male,No,25,Yes,Marketing,8,Low,3,Cat_6,A,2,2
3917,462928,Male,Yes,49,Yes,Artist,2,Average,4,Cat_2,C,1,0
3918,460889,Female,Yes,47,Yes,Artist,1,Low,2,Cat_6,B,0,2
3919,459669,Male,Yes,30,Yes,Artist,0,Average,2,Cat_6,B,1,0
3920,467849,Female,Yes,40,Yes,Doctor,0,Low,1,Cat_2,A,0,2
3921,466873,Male,Yes,39,Yes,Healthcare,7,Average,5,Cat_3,A,1,0
3922,464837,Male,Yes,61,Yes,Artist,1,Average,5,Cat_4,B,1,0
3923,462581,Female,No,28,No,Engineer,1,Low,4,Cat_4,A,2,2
3924,466237,Male,No,18,No,Healthcare,0,Low,3,Cat_4,D,2,2
3925,462707,Female,Yes,55,Yes,Artist,0,Average,4,Cat_6,C,1,0
3926,467060,Male,No,39,No,Engineer,5,Low,2,Cat_6,D,2,2
3928,460281,Female,No,29,Yes,Doctor,10,Low,5,Cat_6,D,2,2
3929,460164,Male,Yes,66,No,Engineer,1,Low,2,Cat_6,A,0,2
3930,460431,Female,No,46,Yes,Engineer,1,Low,1,Cat_6,D,0,2
3931,466901,Female,Yes,52,Yes,Artist,0,Average,3,Cat_7,C,1,0
3932,463328,Female,No,23,No,Healthcare,0,Low,4,Cat_6,D,2,2
3933,462246,Female,Yes,84,No,Lawyer,1,High,2,Cat_6,B,0,1
3934,462371,Female,No,27,No,Healthcare,5,Low,3,Cat_2,D,2,2
3935,462022,Female,Yes,37,Yes,Artist,1,Average,3,Cat_3,B,1,0
3936,460662,Female,No,46,No,Homemaker,9,Low,1,Cat_6,D,2,2
3937,464022,Female,No,22,No,Healthcare,0,Low,3,Cat_6,D,2,2
3938,461819,Male,Yes,42,Yes,Artist,0,Average,2,Cat_6,C,1,0
3939,465735,Female,Yes,35,Yes,Artist,1,Low,2,Cat_3,B,2,2
3940,462804,Male,Yes,39,No,Executive,5,High,3,Cat_4,D,2,1
3941,464138,Female,No,27,Yes,Healthcare,0,Low,4,Cat_6,B,2,2
3942,464224,Male,Yes,65,No,Engineer,1,High,2,Cat_6,B,0,1
3943,463289,Female,Yes,39,Yes,Artist,0,Average,3,Cat_3,C,1,0
3945,462038,Male,No,31,Yes,Artist,4,Low,4,Cat_6,A,2,2
3946,463341,Female,Yes,48,No,Engineer,1,Average,6,Cat_3,A,1,0
3947,463185,Female,Yes,58,Yes,Artist,1,Average,2,Cat_6,C,1,0
3949,464379,Female,Yes,40,Yes,Engineer,12,Average,3,Cat_6,B,1,0
3950,464521,Male,No,26,No,Doctor,2,Low,4,Cat_6,B,2,2
3951,459575,Male,No,35,Yes,Artist,0,Low,1,Cat_6,A,0,2
3953,460003,Male,No,49,Yes,Doctor,5,Low,1,Cat_6,D,0,2
3954,462226,Male,Yes,26,No,Artist,7,Low,4,Cat_4,A,2,2
3957,466675,Female,Yes,49,Yes,Artist,2,Average,2,Cat_6,C,1,0
3958,461124,Male,No,19,No,Healthcare,1,Low,8,Cat_4,D,2,2
3959,464638,Male,No,39,Yes,Artist,2,Low,3,Cat_4,B,2,2
3960,462374,Male,Yes,37,Yes,Executive,0,High,4,Cat_6,B,1,1
3961,463526,Male,No,41,Yes,Doctor,0,Low,1,Cat_6,A,0,2
3962,462912,Female,No,26,Yes,Homemaker,8,Low,2,Cat_6,D,2,2
3963,462604,Female,Yes,38,No,Doctor,1,Average,3,Cat_4,A,1,0
3964,460708,Male,Yes,35,Yes,Artist,0,Low,3,Cat_6,C,2,2
3965,467015,Male,Yes,49,Yes,Artist,0,Average,2,Cat_6,C,1,0
3967,467245,Female,No,38,No,Doctor,0,Low,1,Cat_6,C,0,2
3969,463619,Male,Yes,70,No,Executive,1,High,2,Cat_6,A,0,1
3970,467246,Male,No,21,No,Doctor,9,Low,3,Cat_7,D,2,2
3971,462969,Male,Yes,58,Yes,Artist,8,Low,1,Cat_3,B,0,2
3972,460959,Female,No,28,No,Artist,5,Low,5,Cat_3,C,2,2
3973,461911,Male,Yes,57,No,Executive,0,Low,1,Cat_6,A,0,2
3974,459882,Male,Yes,37,Yes,Artist,1,Average,2,Cat_6,B,1,0
3975,459632,Female,Yes,52,No,Marketing,1,High,3,Cat_4,D,1,1
3976,462613,Female,Yes,35,No,Engineer,0,Average,5,Cat_4,D,1,0
3977,466455,Female,Yes,30,Yes,Doctor,4,Low,2,Cat_6,D,2,2
3978,462394,Male,Yes,35,Yes,Artist,0,Average,2,Cat_6,C,1,0
3979,462010,Female,No,31,Yes,Artist,14,Low,3,Cat_2,A,2,2
3980,461371,Male,Yes,37,Yes,Doctor,0,Average,2,Cat_6,A,1,0
3981,462376,Male,Yes,71,Yes,Executive,0,High,2,Cat_6,B,0,1
3982,459845,Male,Yes,66,Yes,Healthcare,0,Low,1,Cat_4,D,0,2
3984,462583,Male,No,26,Yes,Artist,0,Low,4,Cat_4,D,2,2
3985,459858,Female,No,31,No,Healthcare,8,Low,4,Cat_6,D,2,2
3986,459091,Male,Yes,67,Yes,Artist,0,Average,6,Cat_1,B,1,0
3987,467135,Female,Yes,51,Yes,Artist,1,Average,5,Cat_6,C,1,0
3988,460413,Female,No,39,Yes,Artist,7,Low,1,Cat_6,B,2,2
3989,466206,Female,Yes,60,Yes,Artist,2,Average,2,Cat_3,C,1,0
3991,467382,Male,Yes,36,Yes,Doctor,9,Average,2,Cat_6,C,1,0
3993,463801,Female,No,30,No,Engineer,0,Low,1,Cat_6,A,0,2
3996,460296,Female,Yes,60,Yes,Artist,1,Low,2,Cat_6,A,0,2
3997,463524,Female,Yes,40,Yes,Artist,6,Average,2,Cat_6,C,1,0
3998,461775,Female,Yes,83,No,Lawyer,0,High,2,Cat_6,B,0,1
4000,462833,Male,Yes,33,No,Doctor,0,Average,5,Cat_6,D,1,0
4001,465506,Male,Yes,43,Yes,Entertainment,1,Average,4,Cat_4,B,1,0
4002,463366,Male,Yes,71,No,Lawyer,0,Low,5,Cat_3,D,0,2
4003,464987,Male,Yes,50,Yes,Executive,1,High,5,Cat_6,B,1,1
4004,459114,Male,Yes,57,Yes,Artist,1,Average,2,Cat_6,C,1,0
4005,467928,Male,Yes,35,Yes,Artist,2,Average,2,Cat_6,C,1,0
4006,462881,Female,Yes,66,Yes,Artist,0,High,3,Cat_6,B,0,1
4007,466524,Female,Yes,46,Yes,Artist,0,Low,1,Cat_3,B,0,2
4008,463191,Male,No,26,No,Healthcare,1,Low,1,Cat_4,D,2,2
4009,460861,Male,No,21,No,Healthcare,1,Low,3,Cat_3,D,2,2
4010,465610,Female,No,42,Yes,Artist,8,Low,2,Cat_6,C,2,2
4011,460206,Female,Yes,40,Yes,Entertainment,1,Low,2,Cat_6,B,0,2
4012,462876,Male,No,27,No,Doctor,0,Low,4,Cat_1,D,2,2
4013,465333,Female,Yes,37,Yes,Artist,2,Low,2,Cat_7,C,2,2
4015,460379,Male,No,35,Yes,Artist,9,Low,3,Cat_6,A,2,2
4016,462991,Male,No,28,Yes,Healthcare,0,Low,1,Cat_6,D,2,2
4017,460307,Male,No,27,No,Entertainment,6,Low,2,Cat_6,D,2,2
4018,464383,Female,Yes,81,Yes,Lawyer,1,Low,1,Cat_6,C,0,2
4019,467931,Male,No,25,Yes,Doctor,0,Low,2,Cat_6,D,2,2
4020,466594,Male,Yes,72,Yes,Executive,1,High,2,Cat_6,C,0,1
4021,461200,Female,No,33,Yes,Doctor,0,Low,5,Cat_6,C,2,2
4022,465600,Male,Yes,40,Yes,Engineer,7,Low,2,Cat_3,B,2,2
4023,459688,Male,No,52,Yes,Artist,3,Low,1,Cat_6,B,0,2
4024,463549,Male,No,23,No,Healthcare,0,Low,4,Cat_6,D,2,2
4025,466696,Female,Yes,48,Yes,Artist,2,Average,4,Cat_6,C,1,0
4026,462906,Female,No,31,No,Healthcare,0,Low,4,Cat_6,D,2,2
4027,461527,Female,No,35,Yes,Artist,1,Low,1,Cat_6,B,0,2
4028,461354,Female,No,63,No,Entertainment,0,Low,1,Cat_2,B,0,2
4031,461661,Female,Yes,37,Yes,Artist,7,Average,2,Cat_2,C,1,0
4032,463532,Female,Yes,67,Yes,Artist,9,Low,3,Cat_6,B,0,2
4033,465627,Female,No,37,Yes,Healthcare,1,Low,1,Cat_6,B,0,2
4034,465242,Male,No,22,No,Healthcare,7,Low,4,Cat_3,D,2,2
4035,465170,Female,Yes,46,Yes,Entertainment,4,Low,3,Cat_6,C,2,2
4036,467359,Male,Yes,41,Yes,Artist,6,Average,2,Cat_6,C,1,0
4037,460415,Female,No,59,Yes,Entertainment,1,Low,2,Cat_6,A,0,2
4039,459432,Male,Yes,84,Yes,Lawyer,0,Low,3,Cat_6,A,0,2
4041,467141,Male,Yes,50,Yes,Artist,1,Low,3,Cat_6,A,0,2
4043,465035,Female,Yes,74,Yes,Lawyer,12,High,2,Cat_6,C,0,1
4044,461415,Male,No,48,Yes,Entertainment,0,Low,3,Cat_6,A,0,2
4045,461957,Male,Yes,47,Yes,Entertainment,1,Average,4,Cat_6,C,1,0
4046,465523,Female,Yes,45,Yes,Engineer,0,High,5,Cat_6,C,1,1
4048,465279,Male,Yes,53,Yes,Healthcare,0,High,4,Cat_6,A,1,1
4049,463782,Female,No,29,Yes,Artist,8,Low,1,Cat_6,A,2,2
4050,463243,Male,No,19,No,Healthcare,0,Low,3,Cat_6,D,2,2
4051,465489,Female,No,50,Yes,Engineer,1,Low,5,Cat_6,A,2,2
4052,467100,Female,No,42,Yes,Artist,0,Low,1,Cat_2,B,0,2
4053,460154,Male,No,29,Yes,Entertainment,8,Low,4,Cat_6,C,2,2
4055,464030,Male,No,18,No,Entertainment,1,Low,4,Cat_6,D,2,2
4056,463220,Male,Yes,46,No,Engineer,0,Average,3,Cat_6,B,1,0
4058,467564,Male,Yes,72,Yes,Artist,0,Average,2,Cat_6,B,1,0
4059,465113,Male,Yes,66,Yes,Lawyer,1,High,2,Cat_4,C,0,1
4061,465965,Female,Yes,41,No,Marketing,8,Low,2,Cat_6,A,2,2
4062,460907,Male,Yes,82,No,Lawyer,1,High,3,Cat_6,A,0,1
4063,467314,Male,Yes,43,No,Artist,0,Average,2,Cat_6,C,1,0
4064,459951,Male,Yes,53,Yes,Artist,0,Low,1,Cat_6,A,0,2
4065,467295,Male,No,29,No,Healthcare,0,Low,3,Cat_6,C,2,2
4066,466212,Female,Yes,53,Yes,Artist,0,Average,3,Cat_6,C,1,0
4067,463533,Female,Yes,87,Yes,Artist,1,High,2,Cat_2,C,0,1
4068,467890,Male,Yes,62,Yes,Entertainment,0,Average,4,Cat_6,B,1,0
4069,467541,Male,Yes,43,Yes,Artist,1,High,3,Cat_6,A,1,1
4070,460183,Male,No,36,No,Entertainment,8,Low,2,Cat_6,D,2,2
4071,463634,Female,No,30,Yes,Doctor,0,Low,3,Cat_6,A,2,2
4072,463100,Female,No,37,No,Homemaker,8,Low,1,Cat_6,D,2,2
4073,460550,Female,Yes,59,Yes,Artist,0,Average,4,Cat_3,C,1,0
4074,465867,Female,Yes,35,Yes,Artist,8,High,5,Cat_6,B,2,1
4075,462964,Male,Yes,39,No,Artist,7,Average,3,Cat_6,C,1,0
4076,466685,Female,No,19,No,Healthcare,0,Low,5,Cat_6,D,2,2
4078,463005,Female,Yes,40,Yes,Homemaker,10,Average,2,Cat_4,B,1,0
4080,464796,Male,Yes,43,No,Marketing,3,High,4,Cat_4,A,1,1
4081,460682,Male,Yes,43,No,Artist,6,Low,2,Cat_3,B,2,2
4082,459744,Male,Yes,29,Yes,Artist,9,Average,2,Cat_6,B,1,0
4083,460084,Female,No,27,Yes,Healthcare,1,Low,2,Cat_6,D,2,2
4084,461119,Female,No,23,No,Healthcare,6,Low,3,Cat_3,D,2,2
4085,463441,Male,Yes,42,Yes,Artist,8,High,4,Cat_6,C,2,1
4086,466971,Male,No,65,Yes,Executive,9,Low,3,Cat_6,D,0,2
4087,463208,Male,Yes,57,Yes,Executive,1,Average,5,Cat_6,C,1,0
4088,467877,Female,Yes,46,Yes,Artist,0,Average,2,Cat_6,C,1,0
4089,464471,Male,Yes,30,Yes,Doctor,0,Low,3,Cat_6,D,2,2
4090,467360,Male,Yes,51,Yes,Artist,0,Average,4,Cat_6,B,1,0
4091,461576,Male,Yes,39,Yes,Artist,10,Low,2,Cat_4,C,2,2
4092,461966,Female,No,41,Yes,Artist,1,Low,1,Cat_6,C,0,2
4093,463398,Male,No,29,No,Marketing,9,Low,4,Cat_3,C,2,2
4094,466096,Male,Yes,76,Yes,Lawyer,0,Low,2,Cat_4,B,0,2
4096,461082,Male,No,23,No,Healthcare,8,Low,4,Cat_1,D,2,2
4097,465942,Female,Yes,33,Yes,Marketing,8,High,2,Cat_6,D,2,1
4098,464354,Female,No,43,Yes,Engineer,3,Low,2,Cat_4,A,0,2
4099,464252,Male,Yes,35,Yes,Artist,1,Average,4,Cat_6,C,1,0
4100,463463,Male,Yes,32,No,Doctor,0,Low,2,Cat_6,A,2,2
4101,465592,Male,Yes,65,Yes,Entertainment,1,Low,1,Cat_6,B,0,2
4102,462214,Male,Yes,49,No,Doctor,1,Low,2,Cat_4,D,0,2
4103,466707,Female,Yes,48,Yes,Homemaker,1,Low,4,Cat_6,B,2,2
4104,459956,Female,Yes,39,Yes,Healthcare,8,Average,2,Cat_6,D,1,0
4105,460847,Male,No,27,Yes,Artist,1,Low,3,Cat_6,A,2,2
4107,462816,Male,Yes,76,No,Entertainment,0,Low,1,Cat_6,D,0,2
4108,461979,Male,Yes,35,Yes,Artist,9,Average,2,Cat_6,C,1,0
4109,467170,Male,Yes,35,Yes,Artist,8,Low,4,Cat_7,A,2,2
4110,462609,Female,Yes,48,No,Doctor,4,Low,1,Cat_4,D,0,2
4111,466332,Male,No,23,No,Healthcare,0,Low,3,Cat_2,D,2,2
4112,459594,Female,Yes,42,Yes,Artist,5,Low,1,Cat_6,A,0,2
4113,464147,Male,Yes,41,Yes,Artist,0,High,3,Cat_6,C,1,1
4115,464119,Male,Yes,36,Yes,Artist,0,Average,2,Cat_6,C,1,0
4116,463310,Male,Yes,60,Yes,Entertainment,0,Low,2,Cat_3,A,0,2
4117,465706,Female,Yes,46,Yes,Artist,1,Average,3,Cat_6,C,1,0
4119,466174,Female,No,20,No,Healthcare,8,Low,4,Cat_2,D,2,2
4120,463596,Female,No,31,No,Healthcare,0,Low,4,Cat_6,C,2,2
4121,465455,Male,No,26,No,Doctor,0,Low,2,Cat_6,D,2,2
4122,462867,Male,Yes,28,No,Artist,1,Low,2,Cat_6,A,2,2
4123,459140,Female,No,18,No,Healthcare,7,Low,6,Cat_6,D,2,2
4124,464295,Female,No,30,No,Healthcare,7,Low,6,Cat_4,C,2,2
4125,460067,Female,No,39,Yes,Entertainment,11,Low,1,Cat_6,A,2,2
4126,467222,Male,Yes,74,Yes,Entertainment,1,Average,2,Cat_6,A,1,0
4127,461482,Female,No,52,Yes,Artist,9,Low,1,Cat_6,C,0,2
4130,463722,Male,Yes,55,Yes,Executive,9,High,2,Cat_6,C,1,1
4131,462278,Male,No,31,Yes,Healthcare,0,Low,4,Cat_6,C,2,2
4132,463799,Female,No,41,Yes,Artist,0,Low,4,Cat_2,B,2,2
4133,464259,Male,Yes,59,Yes,Artist,1,Average,4,Cat_6,B,1,0
4134,467159,Female,Yes,39,Yes,Homemaker,8,High,2,Cat_6,D,2,1
4136,462003,Male,Yes,79,No,Lawyer,9,Low,3,Cat_6,D,0,2
4138,464298,Male,No,26,No,Doctor,1,Low,1,Cat_6,A,2,2
4139,465039,Female,Yes,88,No,Lawyer,0,High,2,Cat_6,B,0,1
4140,467973,Female,Yes,66,Yes,Engineer,0,Average,3,Cat_6,A,1,0
4142,461721,Male,No,26,Yes,Entertainment,7,Low,5,Cat_5,D,2,2
4143,463166,Female,No,41,Yes,Artist,1,Low,1,Cat_4,A,0,2
4144,465944,Female,Yes,36,No,Engineer,4,High,3,Cat_7,A,2,1
4145,461061,Female,No,38,Yes,Engineer,3,Low,1,Cat_2,B,0,2
4146,463010,Male,Yes,81,No,Executive,0,Low,1,Cat_6,D,0,2
4147,464756,Female,No,25,No,Engineer,5,Low,3,Cat_4,B,2,2
4149,464006,Male,No,32,No,Healthcare,0,Low,5,Cat_6,B,2,2
4150,461206,Male,No,28,Yes,Healthcare,9,Low,1,Cat_6,D,2,2
4151,466216,Male,No,29,No,Entertainment,1,Low,4,Cat_4,A,2,2
4152,463690,Female,No,28,No,Healthcare,7,Low,4,Cat_6,D,2,2
4153,465929,Male,No,26,Yes,Healthcare,8,Low,5,Cat_6,D,2,2
4154,461736,Male,Yes,47,Yes,Entertainment,1,Average,4,Cat_6,C,1,0
4155,460402,Female,Yes,50,Yes,Doctor,1,Low,2,Cat_7,A,0,2
4156,467367,Male,Yes,70,Yes,Lawyer,1,Low,2,Cat_6,B,0,2
4158,464918,Male,No,39,No,Artist,1,Low,1,Cat_4,D,0,2
4159,461639,Male,Yes,60,Yes,Artist,0,Average,2,Cat_6,A,1,0
4160,464254,Male,Yes,63,Yes,Entertainment,0,Average,3,Cat_6,C,1,0
4161,462579,Female,Yes,68,No,Lawyer,1,Low,2,Cat_4,B,0,2
4162,466976,Male,Yes,47,Yes,Artist,0,Low,1,Cat_6,B,0,2
4163,467079,Male,Yes,40,Yes,Artist,1,Low,2,Cat_6,B,0,2
4164,467724,Male,Yes,46,No,Artist,1,High,3,Cat_6,B,1,1
4165,459792,Male,Yes,42,Yes,Artist,6,Low,3,Cat_6,A,2,2
4166,464789,Female,Yes,48,Yes,Artist,0,Average,5,Cat_4,B,1,0
4167,467143,Female,No,53,No,Lawyer,1,Low,3,Cat_6,D,0,2
4168,464370,Male,Yes,65,Yes,Entertainment,0,Average,2,Cat_6,B,1,0
4169,459415,Male,No,26,No,Doctor,0,Low,4,Cat_6,A,2,2
4170,459387,Male,No,35,Yes,Doctor,0,Low,1,Cat_6,D,0,2
4171,467895,Female,No,27,Yes,Healthcare,0,Low,4,Cat_6,C,2,2
4172,459838,Female,Yes,86,No,Lawyer,0,High,2,Cat_6,C,0,1
4173,463695,Female,No,30,Yes,Doctor,1,Low,4,Cat_2,A,2,2
4174,464512,Male,Yes,43,No,Executive,8,Low,3,Cat_6,A,2,2
4175,467419,Female,Yes,38,Yes,Artist,4,Low,1,Cat_6,B,2,2
4176,462511,Female,Yes,66,Yes,Lawyer,1,High,2,Cat_6,C,0,1
4177,464124,Female,Yes,74,Yes,Doctor,1,Low,2,Cat_6,B,0,2
4179,466194,Male,Yes,89,No,Lawyer,0,Low,1,Cat_6,A,0,2
